date,SPX Index,SPW Index,MXEA Index,MXWOU Index
2016-05-31,-0.00094,0.0010730000000000002,-0.002124,-0.002215
2016-06-01,0.001303,0.001941,-0.004733,-0.004384
2016-06-02,0.00294,0.004341,-0.0037019999999999996,-0.003009
2016-06-03,-0.0028970000000000003,-0.0035099999999999997,0.010863000000000001,0.011365
2016-06-06,0.004923,0.006846,0.003856,0.004562
2016-06-07,0.0013109999999999999,0.0033929999999999997,0.009627,0.009656
2016-06-08,0.003515,0.003126,0.002427,0.002543
2016-06-09,-0.001674,-0.002521,-0.012437,-0.012128000000000002
2016-06-10,-0.009162,-0.013806,-0.020516999999999997,-0.020074
2016-06-13,-0.007818,-0.008409999999999999,-0.019008,-0.017651
2016-06-14,-0.001729,-0.003326,-0.020817000000000002,-0.020379
2016-06-15,-0.001764,0.000215,0.008561,0.007596
2016-06-16,0.003297,0.001159,-0.013033,-0.012955000000000001
2016-06-17,-0.003253,0.0013900000000000002,0.017039,0.016832
2016-06-20,0.005816,0.008036999999999999,0.036434,0.034446
2016-06-21,0.002801,0.001771,0.0036209999999999997,0.003243
2016-06-22,-0.001643,-0.0016569999999999998,0.0015,0.0013239999999999999
2016-06-23,0.013376999999999998,0.014956,0.015479,0.015445
2016-06-24,-0.03592,-0.041087,-0.071,-0.067522
2016-06-27,-0.018097000000000002,-0.02611,-0.029521000000000002,-0.029645
2016-06-28,0.01799,0.020278,0.017381999999999998,0.017070000000000002
2016-06-29,0.017161,0.019109,0.030518999999999998,0.029659
2016-06-30,0.013567000000000001,0.015335000000000001,0.009373,0.008817
2016-07-01,0.002131,0.003235,0.007622,0.007565
2016-07-04,0.0,0.0,-0.000667,0.000974
2016-07-05,-0.006776,-0.012079,-0.012447999999999999,-0.012453
2016-07-06,0.005704,0.005867,-0.016108,-0.015189
2016-07-07,-0.000771,0.000107,0.006234,0.0057599999999999995
2016-07-08,0.015258,0.018664,0.00571,0.004924
2016-07-11,0.0034089999999999997,0.003984,0.016682,0.015794
2016-07-12,0.007014,0.011677,0.011263,0.011538
2016-07-13,0.000229,-0.000525,0.00549,0.005437
2016-07-14,0.00528,0.004475,0.005218,0.005343
2016-07-15,-0.0009289999999999999,-0.000944,-0.002587,-0.002562
2016-07-18,0.002423,0.002191,0.001618,0.00136
2016-07-19,-0.001411,-0.003019,-0.005681,-0.0053820000000000005
2016-07-20,0.004397,0.004978,0.006194,0.005830999999999999
2016-07-21,-0.003596,-0.0033350000000000003,0.002141,0.002026
2016-07-22,0.0045590000000000006,0.006012,-0.004188,-0.004441
2016-07-25,-0.003006,-0.002072,0.000993,-6.9e-05
2016-07-26,0.000354,0.00452,0.002203,0.002388
2016-07-27,-0.001163,-0.005576,0.00301,0.002654
2016-07-28,0.001694,0.00228,-0.0011849999999999999,-0.000854
2016-07-29,0.0016420000000000002,0.001193,0.018682,0.018132
2016-08-01,-0.001266,-0.004477999999999999,-0.004049,-0.004089
2016-08-02,-0.006337000000000001,-0.009659,-0.006625,-0.006527
2016-08-03,0.0034389999999999998,0.006222,-0.010419000000000001,-0.009414
2016-08-04,0.00046499999999999997,-0.000289,0.006395,0.006137
2016-08-05,0.008626,0.009259,0.001187,0.000973
2016-08-08,-0.0008129999999999999,-5.6e-05,0.0058130000000000005,0.0060360000000000006
2016-08-09,0.000428,-0.001231,0.011934,0.011591
2016-08-10,-0.002495,-0.00272,0.0027860000000000003,0.0028039999999999996
2016-08-11,0.0048649999999999995,0.007209,0.006149,0.006012
2016-08-12,-0.000744,-0.000787,0.0015840000000000001,0.001682
2016-08-15,0.002914,0.005102,7.000000000000001e-05,0.000491
2016-08-16,-0.005302,-0.00612,-0.003798,-0.003723
2016-08-17,0.002117,0.001235,-0.00134,-0.001032
2016-08-18,0.002224,0.005381,0.004095,0.004284
2016-08-19,-0.0013009999999999999,0.000104,-0.004735,-0.004991
2016-08-22,-0.000545,-0.001029,0.0015429999999999999,0.0015609999999999999
2016-08-23,0.001978,0.004148,0.0055130000000000005,0.005581
2016-08-24,-0.005183999999999999,-0.00699,-0.001344,-0.002454
2016-08-25,-0.001348,-0.000673,-0.003992,-0.003564
2016-08-26,-0.001558,-0.002569,0.00016299999999999998,0.000561
2016-08-29,0.005365,0.005854000000000001,-0.008081,-0.008021
2016-08-30,-0.001794,-0.001939,0.00043499999999999995,0.000186
2016-08-31,-0.002189,-0.003687,-0.0019470000000000002,-0.002536
2016-09-01,-3e-05,-0.0008690000000000001,0.00542,0.005608999999999999
2016-09-02,0.004253,0.005392,0.009158,0.009423
2016-09-05,0.0,0.0,0.0036509999999999997,0.003966
2016-09-06,0.003004,0.0016950000000000001,0.00786,0.007695
2016-09-07,9.400000000000001e-05,0.002451,0.003064,0.002391
2016-09-08,-0.00218,-0.0015079999999999998,-0.000905,-0.000725
2016-09-09,-0.024506999999999998,-0.027592,-0.014771000000000001,-0.015711
2016-09-12,0.014731000000000001,0.015481,-0.010542000000000001,-0.009716
2016-09-13,-0.014527000000000002,-0.017074,-0.006995,-0.008350999999999999
2016-09-14,-0.000519,-0.002031,-0.002754,-0.002617
2016-09-15,0.010274,0.010438000000000001,0.002086,0.003191
2016-09-16,-0.0037630000000000003,-0.004162,-0.006801000000000001,-0.006934
2016-09-19,-1.5e-05,0.002056,0.010176000000000001,0.009665
2016-09-20,0.00031099999999999997,-0.002163,-3.1e-05,-9.2e-05
