date,security,PE_RATIO,BEST_PE_RATIO
2017-05-04,S5INFT Index,24.0285,18.5812
2017-05-04,S5INDU Index,19.5422,18.5603
2017-05-04,S5CONS Index,21.8717,20.809
2017-05-05,S5HLTH Index,19.2747,16.4377
2017-05-05,S5ENRS Index,61.2837,30.5752
2017-05-05,S5INDU Index,19.7222,18.6699
2017-05-05,S5RLST Index,44.3309,38.5028
2017-05-05,S5MATR Index,20.3258,18.2196
2017-05-05,S5FINL Index,15.4012,14.6939
2017-05-05,S5INFT Index,24.1035,18.6401
2017-05-05,S5CONS Index,21.9255,20.8614
2017-05-05,S5UTIL Index,18.4313,18.0317
2017-05-05,S5TELS Index,15.1776,13.0999
2017-05-05,S5COND Index,21.3651,20.5647
2017-05-08,S5INFT Index,24.2045,18.7036
2017-05-08,S5RLST Index,44.091,38.2258
2017-05-08,S5HLTH Index,19.1887,16.3498
2017-05-08,S5MATR Index,20.1456,18.0738
2017-05-08,S5CONS Index,21.9185,20.8425
2017-05-08,S5FINL Index,15.3852,14.383
2017-05-08,S5UTIL Index,18.4362,18.0348
2017-05-08,S5COND Index,21.4186,20.615
2017-05-08,S5ENRS Index,61.6914,30.7452
2017-05-08,S5TELS Index,15.2111,13.1288
2017-05-08,S5INDU Index,19.6627,18.6097
2017-05-09,S5UTIL Index,18.2716,17.8705
2017-05-09,S5FINL Index,15.3182,14.3004
2017-05-09,S5INFT Index,23.1357,18.6924
2017-05-09,S5TELS Index,15.1191,13.0495
2017-05-09,S5INDU Index,19.7065,18.6411
2017-05-09,S5ENRS Index,61.1622,30.5283
2017-05-09,S5HLTH Index,19.1925,16.3594
2017-05-09,S5RLST Index,44.0278,38.0786
2017-05-09,S5MATR Index,20.0069,17.9902
2017-05-09,S5CONS Index,21.8319,20.7563
2017-05-09,S5COND Index,21.5218,20.7031
2017-05-10,S5ENRS Index,61.7451,30.8259
2017-05-10,S5INFT Index,23.2913,18.7585
2017-05-10,S5MATR Index,20.0788,18.1063
2017-05-10,S5UTIL Index,18.3012,17.8932
2017-05-10,S5INDU Index,19.6292,18.5669
2017-05-10,S5FINL Index,15.3591,14.3339
2017-05-10,S5TELS Index,15.1632,13.0875
2017-05-10,S5HLTH Index,19.1322,16.3053
2017-05-10,S5COND Index,21.4622,20.6539
2017-05-10,S5CONS Index,21.8424,20.7748
2017-05-10,S5RLST Index,44.3666,38.3736
2017-05-11,S5RLST Index,44.1392,38.2045
2017-05-11,S5FINL Index,15.2777,14.2608
2017-05-11,S5TELS Index,15.0904,13.0241
2017-05-11,S5CONS Index,21.8617,20.7948
2017-05-11,S5ENRS Index,61.6216,31.0219
2017-05-11,S5UTIL Index,18.3026,17.8958
2017-05-11,S5COND Index,21.3342,20.5398
2017-05-11,S5HLTH Index,19.1426,16.3075
2017-05-11,S5INFT Index,23.2784,18.7347
2017-05-11,S5INDU Index,19.6231,18.5501
2017-05-11,S5MATR Index,20.0254,18.079
2017-05-12,S5TELS Index,15.0808,13.0158
2017-05-12,S5ENRS Index,61.4252,30.8402
2017-05-12,S5UTIL Index,18.3961,17.9863
2017-05-12,S5FINL Index,15.2087,14.2059
2017-05-12,S5RLST Index,43.971,38.0237
2017-05-12,S5INFT Index,23.3507,18.7939
2017-05-12,S5MATR Index,19.9909,18.0481
2017-05-12,S5CONS Index,21.8103,20.7459
2017-05-12,S5COND Index,21.2954,20.5079
2017-05-12,S5HLTH Index,19.1068,16.2913
2017-05-12,S5INDU Index,19.496,18.4302
2017-05-15,S5CONS Index,21.8953,20.8172
2017-05-15,S5COND Index,21.2925,20.5131
2017-05-15,S5FINL Index,15.3264,14.2999
2017-05-15,S5RLST Index,44.121,38.0061
2017-05-15,S5ENRS Index,61.8081,31.2026
2017-05-15,S5TELS Index,15.0444,12.9844
2017-05-15,S5INDU Index,19.5858,18.5081
2017-05-15,S5MATR Index,20.1594,18.2003
2017-05-15,S5INFT Index,23.481,18.9088
2017-05-15,S5UTIL Index,18.4629,18.0451
2017-05-15,S5HLTH Index,19.2196,16.3909
2017-05-16,S5RLST Index,43.8892,37.8173
2017-05-16,S5TELS Index,14.9534,12.9059
2017-05-16,S5MATR Index,20.1582,18.1992
2017-05-16,S5COND Index,20.7822,20.4405
2017-05-16,S5INFT Index,23.5973,18.9992
2017-05-16,S5HLTH Index,19.1448,16.3271
2017-05-16,S5UTIL Index,18.3152,17.9008
2017-05-16,S5ENRS Index,61.5351,31.0491
2017-05-16,S5FINL Index,15.3521,14.3238
2017-05-16,S5INDU Index,19.5604,18.4779
2017-05-16,S5CONS Index,21.8551,20.7801
2017-05-17,S5FINL Index,14.885,13.8854
2017-05-17,S5CONS Index,21.8176,20.7445
2017-05-17,S5MATR Index,19.7279,17.8106
2017-05-17,S5HLTH Index,18.9023,16.117
2017-05-17,S5INFT Index,22.9718,18.4971
2017-05-17,S5ENRS Index,60.8398,30.812
2017-05-17,S5TELS Index,14.6843,12.6782
2017-05-17,S5UTIL Index,18.3602,17.9433
2017-05-17,S5COND Index,20.417,20.0817
2017-05-17,S5RLST Index,44.1574,37.9039
2017-05-17,S5INDU Index,19.1582,18.0976
2017-05-18,S5TELS Index,14.8615,12.8338
2017-05-18,S5FINL Index,14.9314,13.9276
2017-05-18,S5COND Index,20.5517,20.2095
2017-05-18,S5CONS Index,21.553,20.7494
2017-05-18,S5RLST Index,44.2574,37.8338
2017-05-18,S5MATR Index,19.7266,17.8046
2017-05-18,S5INFT Index,23.1316,18.6185
2017-05-18,S5ENRS Index,60.7706,30.8616
2017-05-18,S5UTIL Index,18.4312,18.0126
2017-05-18,S5INDU Index,19.1891,18.126
2017-05-18,S5HLTH Index,19.0291,16.1848
2017-05-19,S5CONS Index,21.6709,20.8623
2017-05-19,S5COND Index,20.672,20.3284
2017-05-19,S5HLTH Index,19.0824,16.2281
2017-05-19,S5INDU Index,19.4203,18.3409
2017-05-19,S5FINL Index,15.0564,14.0452
2017-05-19,S5RLST Index,44.5098,38.0902
2017-05-19,S5MATR Index,19.9048,17.9653
2017-05-19,S5INFT Index,23.2373,18.6877
2017-05-19,S5ENRS Index,61.524,31.2928
2017-05-19,S5UTIL Index,18.4903,18.0703
2017-05-19,S5TELS Index,14.9822,12.938
2017-05-22,S5HLTH Index,19.06,16.2632
2017-05-22,S5INDU Index,19.5557,18.447
2017-05-22,S5RLST Index,44.628,38.0491
2017-05-22,S5INFT Index,23.4608,18.86
2017-05-22,S5ENRS Index,61.4203,31.2584
2017-05-22,S5UTIL Index,18.6569,18.2331
2017-05-22,S5COND Index,20.7854,20.4422
2017-05-22,S5CONS Index,21.8046,20.9935
2017-05-22,S5TELS Index,14.9946,12.9487
2017-05-22,S5FINL Index,15.1012,14.078
2017-05-22,S5MATR Index,19.9115,17.9866
2017-05-23,S5UTIL Index,18.7005,18.2756
2017-05-23,S5HLTH Index,19.1469,16.3189
2017-05-23,S5TELS Index,15.0147,12.9661
2017-05-23,S5RLST Index,44.6644,38.1004
2017-05-23,S5FINL Index,15.2239,14.1931
2017-05-23,S5CONS Index,21.8202,21.0115
2017-05-23,S5COND Index,20.7046,20.3579
2017-05-23,S5MATR Index,19.9412,18.0249
2017-05-23,S5INFT Index,23.4781,18.8784
2017-05-23,S5ENRS Index,61.5216,31.3724
2017-05-23,S5INDU Index,19.5937,18.4826
2017-05-24,S5FINL Index,15.2177,14.1863
2017-05-24,S5MATR Index,20.0782,18.1496
2017-05-24,S5INFT Index,23.5963,18.9655
2017-05-24,S5UTIL Index,18.827,18.3992
2017-05-24,S5ENRS Index,61.2535,31.1721
2017-05-24,S5TELS Index,14.9142,12.8793
2017-05-24,S5RLST Index,44.9485,38.3574
2017-05-24,S5INDU Index,19.605,18.496
2017-05-24,S5COND Index,20.793,20.4524
2017-05-24,S5CONS Index,21.9259,21.1127
2017-05-24,S5HLTH Index,19.1932,16.3597
2017-05-25,S5HLTH Index,19.4724,16.4616
2017-05-25,S5MATR Index,20.0394,18.1156
2017-05-25,S5FINL Index,15.2547,14.2209
2017-05-25,S5CONS Index,22.0676,21.2497
2017-05-25,S5INFT Index,23.781,19.1149
2017-05-25,S5RLST Index,45.1122,38.51
2017-05-25,S5UTIL Index,18.9592,18.5235
2017-05-25,S5COND Index,20.9883,20.6518
2017-05-25,S5ENRS Index,60.1581,30.6794
2017-05-25,S5TELS Index,14.9668,12.9247
2017-05-25,S5INDU Index,19.7265,18.6079
2017-05-26,S5HLTH Index,19.4313,16.4283
2017-05-26,S5UTIL Index,18.9486,18.5122
2017-05-26,S5COND Index,21.0405,20.7063
2017-05-26,S5ENRS Index,60.2075,30.6753
2017-05-26,S5MATR Index,20.097,18.1675
2017-05-26,S5INFT Index,23.7835,19.128
2017-05-26,S5INDU Index,19.745,18.6253
2017-05-26,S5RLST Index,44.8212,38.2873
2017-05-26,S5FINL Index,15.2449,14.2116
2017-05-26,S5TELS Index,14.9419,12.9032
2017-05-26,S5CONS Index,22.1397,21.3201
2017-05-29,S5RLST Index,44.8212,38.2873
2017-05-29,S5UTIL Index,18.9486,18.5122
2017-05-29,S5CONS Index,22.1397,21.32
2017-05-29,S5HLTH Index,19.4313,16.4283
2017-05-29,S5TELS Index,14.9419,12.9032
2017-05-29,S5ENRS Index,60.2075,30.7141
2017-05-29,S5COND Index,21.0404,20.7064
2017-05-29,S5MATR Index,20.097,18.1675
2017-05-29,S5FINL Index,15.2449,14.2096
2017-05-29,S5INDU Index,19.745,18.6253
2017-05-29,S5INFT Index,23.7838,19.1284
2017-05-30,S5CONS Index,22.1363,21.3203
2017-05-30,S5FINL Index,15.1273,14.0999
2017-05-30,S5MATR Index,20.0721,18.1497
2017-05-30,S5UTIL Index,19.0112,18.5679
2017-05-30,S5INFT Index,23.8609,19.1888
2017-05-30,S5INDU Index,19.7192,18.5999
2017-05-30,S5RLST Index,44.6735,38.1345
2017-05-30,S5ENRS Index,59.4195,30.52
2017-05-30,S5HLTH Index,19.4107,16.4067
2017-05-30,S5TELS Index,15.1536,13.086
2017-05-30,S5COND Index,21.0424,20.7089
2017-05-31,S5FINL Index,15.0066,13.9963
2017-05-31,S5INFT Index,23.7954,19.1582
2017-05-31,S5HLTH Index,19.4945,16.4805
2017-05-31,S5ENRS Index,59.1824,30.4442
2017-05-31,S5RLST Index,44.6143,38.0492
2017-05-31,S5TELS Index,15.2073,13.1331
2017-05-31,S5UTIL Index,19.0998,18.6543
2017-05-31,S5INDU Index,19.7542,18.6325
2017-05-31,S5MATR Index,20.137,18.2051
2017-05-31,S5CONS Index,22.1889,21.3746
2017-05-31,S5COND Index,21.0918,20.7661
2017-06-01,S5RLST Index,44.7848,38.1873
2017-06-01,S5UTIL Index,19.2369,18.7882
2017-06-01,S5CONS Index,22.3499,21.5314
2017-06-01,S5TELS Index,15.2983,13.2116
2017-06-01,S5HLTH Index,19.7172,16.6722
2017-06-01,S5ENRS Index,59.5751,30.6145
2017-06-01,S5COND Index,21.2725,20.9377
2017-06-01,S5INDU Index,19.889,18.7602
2017-06-01,S5INFT Index,23.9945,19.2844
2017-06-01,S5FINL Index,15.1854,14.1721
2017-06-01,S5MATR Index,20.357,18.4034
2017-06-02,S5INDU Index,19.9867,18.8851
2017-06-02,S5FINL Index,15.1293,14.1276
2017-06-02,S5ENRS Index,58.8711,30.1904
2017-06-02,S5HLTH Index,19.8324,16.7718
2017-06-02,S5TELS Index,15.2896,13.2042
2017-06-02,S5INFT Index,24.2445,19.4709
2017-06-02,S5CONS Index,22.427,21.6058
2017-06-02,S5COND Index,21.3589,21.0627
2017-06-02,S5MATR Index,20.4315,18.4677
2017-06-02,S5UTIL Index,19.2643,18.8114
2017-06-02,S5RLST Index,45.1645,38.5224
2017-06-05,S5CONS Index,22.4483,21.6264
2017-06-05,S5INFT Index,24.2621,19.4811
2017-06-05,S5RLST Index,45.0099,38.4081
2017-06-05,S5COND Index,21.2872,20.9865
2017-06-05,S5INDU Index,19.8996,18.8041
2017-06-05,S5UTIL Index,19.1722,18.7218
2017-06-05,S5FINL Index,15.1413,14.1401
2017-06-05,S5MATR Index,20.337,18.3833
2017-06-05,S5HLTH Index,19.7742,16.7291
2017-06-05,S5TELS Index,15.2676,13.1852
2017-06-05,S5ENRS Index,58.9687,30.3669
2017-06-06,S5UTIL Index,19.1384,18.7062
2017-06-06,S5HLTH Index,19.7183,16.6775
2017-06-06,S5FINL Index,15.0782,14.0809
2017-06-06,S5CONS Index,22.3885,21.5671
2017-06-06,S5RLST Index,44.8099,38.2226
2017-06-06,S5MATR Index,20.3618,18.3952
2017-06-06,S5INDU Index,19.7737,18.6839
2017-06-06,S5INFT Index,24.218,19.4454
2017-06-06,S5COND Index,21.1101,20.8144
2017-06-06,S5ENRS Index,59.6776,30.7172
2017-06-06,S5TELS Index,15.2609,13.1156
2017-06-07,S5ENRS Index,58.7946,30.2688
2017-06-07,S5INDU Index,19.7459,18.6459
2017-06-07,S5FINL Index,15.2021,14.2046
2017-06-07,S5HLTH Index,19.7725,16.7212
2017-06-07,S5INFT Index,24.2828,19.4971
2017-06-07,S5TELS Index,15.2743,13.1272
2017-06-07,S5CONS Index,22.3726,21.5492
2017-06-07,S5COND Index,21.1533,20.8608
2017-06-07,S5UTIL Index,19.1975,18.7653
2017-06-07,S5MATR Index,20.383,18.4142
2017-06-07,S5RLST Index,45.0213,38.3771
2017-06-08,S5INFT Index,24.3689,19.5678
2017-06-08,S5HLTH Index,19.7316,16.6856
2017-06-08,S5CONS Index,22.2301,21.3445
2017-06-08,S5INDU Index,19.807,18.7025
2017-06-08,S5UTIL Index,19.0288,18.6004
2017-06-08,S5ENRS Index,58.6315,30.4923
2017-06-08,S5RLST Index,44.8326,38.222
2017-06-08,S5MATR Index,20.4509,18.4673
2017-06-08,S5TELS Index,15.1862,13.0514
2017-06-08,S5FINL Index,15.375,14.3663
2017-06-08,S5COND Index,21.0161,20.7248
2017-06-09,S5CONS Index,22.2198,21.3372
2017-06-09,S5ENRS Index,60.084,31.2699
2017-06-09,S5TELS Index,15.3193,13.1659
2017-06-09,S5INFT Index,23.7024,19.0277
2017-06-09,S5HLTH Index,19.8562,16.792
2017-06-09,S5FINL Index,15.6715,14.647
2017-06-09,S5RLST Index,45.0281,38.3274
2017-06-09,S5MATR Index,20.7236,18.7135
2017-06-09,S5INDU Index,19.8886,18.7776
2017-06-09,S5UTIL Index,19.0274,18.5989
2017-06-09,S5COND Index,20.9254,20.6241
2017-06-12,S5UTIL Index,18.9852,18.5577
2017-06-12,S5ENRS Index,60.489,31.3936
2017-06-12,S5CONS Index,22.2075,21.3215
2017-06-12,S5TELS Index,15.4573,13.2844
2017-06-12,S5RLST Index,45.2782,38.53
2017-06-12,S5HLTH Index,19.8298,16.7729
2017-06-12,S5COND Index,20.903,20.5969
2017-06-12,S5INDU Index,19.9798,18.8524
2017-06-12,S5MATR Index,20.6145,18.6024
2017-06-12,S5INFT Index,23.5094,18.8769
2017-06-12,S5FINL Index,15.6972,14.6777
2017-06-13,S5INFT Index,23.7096,19.035
2017-06-13,S5TELS Index,15.2983,13.1541
2017-06-13,S5UTIL Index,19.0161,18.5873
2017-06-13,S5CONS Index,22.2145,21.3274
2017-06-13,S5HLTH Index,19.8553,16.8006
2017-06-13,S5COND Index,20.9874,20.7258
2017-06-13,S5RLST Index,45.3555,38.5764
2017-06-13,S5INDU Index,20.0491,18.918
2017-06-13,S5ENRS Index,60.8904,31.5829
2017-06-13,S5MATR Index,20.8836,18.853
2017-06-13,S5FINL Index,15.7665,14.7465
2017-06-14,S5COND Index,20.9739,20.7139
2017-06-14,S5ENRS Index,59.7752,31.0163
2017-06-14,S5INDU Index,20.0296,18.8974
2017-06-14,S5RLST Index,45.4873,38.8071
2017-06-14,S5FINL Index,15.7957,14.7732
2017-06-14,S5CONS Index,22.3479,21.4555
2017-06-14,S5HLTH Index,19.9471,16.8791
2017-06-14,S5UTIL Index,19.1286,18.6972
2017-06-14,S5MATR Index,20.663,18.6562
2017-06-14,S5TELS Index,15.3414,13.1912
2017-06-14,S5INFT Index,23.5842,18.9225
2017-06-15,S5UTIL Index,19.2362,18.7888
2017-06-15,S5HLTH Index,19.9273,16.8656
2017-06-15,S5COND Index,20.8798,20.6267
2017-06-15,S5MATR Index,20.4776,18.5071
2017-06-15,S5RLST Index,45.6919,38.9748
2017-06-15,S5INDU Index,20.1407,19.004
2017-06-15,S5INFT Index,23.4708,18.8248
2017-06-15,S5TELS Index,15.3481,13.1969
2017-06-15,S5CONS Index,22.3049,21.4354
2017-06-15,S5FINL Index,15.7369,14.7277
2017-06-15,S5ENRS Index,59.3689,30.8666
2017-06-16,S5INFT Index,23.4275,18.7906
2017-06-16,S5TELS Index,15.3318,13.1882
2017-06-16,S5FINL Index,15.7202,14.7137
2017-06-16,S5UTIL Index,19.3289,18.8792
2017-06-16,S5MATR Index,20.5612,18.6228
2017-06-16,S5CONS Index,22.0833,21.2407
2017-06-16,S5HLTH Index,19.9555,16.8899
2017-06-16,S5COND Index,20.8742,20.6277
2017-06-16,S5RLST Index,45.6374,38.9296
2017-06-16,S5INDU Index,20.2141,19.0644
2017-06-16,S5ENRS Index,60.3878,31.3956
2017-06-19,S5MATR Index,20.7346,18.8088
2017-06-19,S5TELS Index,15.3011,13.1573
2017-06-19,S5INFT Index,23.8158,18.9295
2017-06-19,S5FINL Index,15.874,14.7965
2017-06-19,S5UTIL Index,19.2565,18.852
2017-06-19,S5CONS Index,22.1936,21.2411
2017-06-19,S5ENRS Index,59.974,31.5868
2017-06-19,S5INDU Index,20.3269,19.1721
2017-06-19,S5HLTH Index,20.1707,17.0869
2017-06-19,S5COND Index,21.0433,20.7575
2017-06-19,S5RLST Index,45.6987,39.0059
2017-06-20,S5MATR Index,20.6176,18.7026
2017-06-20,S5UTIL Index,19.2664,18.8611
2017-06-20,S5ENRS Index,59.2268,31.2939
2017-06-20,S5COND Index,20.7797,20.4996
2017-06-20,S5CONS Index,22.1103,21.1635
2017-06-20,S5RLST Index,45.6055,38.9665
2017-06-20,S5HLTH Index,20.2377,17.142
2017-06-20,S5INFT Index,23.6302,18.7894
2017-06-20,S5TELS Index,15.1431,13.0338
2017-06-20,S5FINL Index,15.7455,14.679
2017-06-20,S5INDU Index,20.0923,18.9367
2017-06-21,S5FINL Index,15.6224,14.5647
2017-06-21,S5INFT Index,23.7893,18.9101
2017-06-21,S5TELS Index,14.9592,12.8978
2017-06-21,S5UTIL Index,19.1427,18.742
2017-06-21,S5INDU Index,19.9582,18.8096
2017-06-21,S5CONS Index,22.0236,21.0915
2017-06-21,S5RLST Index,45.501,38.8317
2017-06-21,S5HLTH Index,20.4858,17.3511
2017-06-21,S5ENRS Index,58.2795,30.9731
2017-06-21,S5COND Index,20.8019,20.5196
2017-06-21,S5MATR Index,20.3861,18.4952
2017-06-22,S5TELS Index,14.9467,12.8892
2017-06-22,S5HLTH Index,20.7017,17.5304
2017-06-22,S5FINL Index,15.5227,14.4717
2017-06-22,S5COND Index,20.7644,20.4825
2017-06-22,S5MATR Index,20.4218,18.5276
2017-06-22,S5UTIL Index,19.0597,18.659
2017-06-22,S5INDU Index,19.9183,18.7617
2017-06-22,S5INFT Index,23.8004,18.9051
2017-06-22,S5CONS Index,21.8784,20.9528
2017-06-22,S5RLST Index,45.526,38.8366
2017-06-22,S5ENRS Index,58.2054,30.9465
2017-06-23,S5INDU Index,19.9973,18.8401
2017-06-23,S5RLST Index,45.7056,38.9737
2017-06-23,S5COND Index,20.7448,20.4629
2017-06-23,S5UTIL Index,18.9908,18.5926
2017-06-23,S5FINL Index,15.4518,14.4041
2017-06-23,S5MATR Index,20.4927,18.58
2017-06-23,S5CONS Index,21.8888,20.9629
2017-06-23,S5TELS Index,14.9151,12.8619
2017-06-23,S5HLTH Index,20.683,17.5137
2017-06-23,S5ENRS Index,58.6439,31.1826
2017-06-23,S5INFT Index,23.9596,19.0332
2017-06-26,S5TELS Index,15.008,12.9421
2017-06-26,S5UTIL Index,19.1384,18.7529
2017-06-26,S5ENRS Index,58.5031,31.1336
2017-06-26,S5INFT Index,23.8178,18.9157
2017-06-26,S5CONS Index,21.9751,21.0461
2017-06-26,S5FINL Index,15.5344,14.482
2017-06-26,S5COND Index,20.8037,20.5181
2017-06-26,S5HLTH Index,20.6499,17.4828
2017-06-26,S5RLST Index,45.9192,39.2036
2017-06-26,S5MATR Index,20.5594,18.6513
2017-06-26,S5INDU Index,19.9923,18.8309
2017-06-27,S5FINL Index,15.6142,14.5588
2017-06-27,S5INDU Index,19.8287,18.6971
2017-06-27,S5INFT Index,23.4203,18.5994
2017-06-27,S5CONS Index,21.7799,20.8536
2017-06-27,S5COND Index,20.6491,20.3684
2017-06-27,S5HLTH Index,20.4662,17.3226
2017-06-27,S5ENRS Index,58.403,31.1105
2017-06-27,S5UTIL Index,18.8987,18.5114
2017-06-27,S5RLST Index,45.7442,39.0499
2017-06-27,S5TELS Index,14.7935,12.757
2017-06-27,S5MATR Index,20.423,18.5276
2017-06-28,S5ENRS Index,58.7353,31.2617
2017-06-28,S5MATR Index,20.5879,18.629
2017-06-28,S5FINL Index,15.8608,14.7869
2017-06-28,S5INFT Index,23.7299,18.8629
2017-06-28,S5COND Index,20.8529,20.574
2017-06-28,S5INDU Index,20.0056,18.8612
2017-06-28,S5HLTH Index,20.5738,17.4118
2017-06-28,S5TELS Index,14.8538,12.8091
2017-06-28,S5CONS Index,21.8666,20.9414
2017-06-28,S5UTIL Index,18.7194,18.3131
2017-06-28,S5RLST Index,45.7306,39.034
2017-06-29,S5UTIL Index,18.5662,18.1635
2017-06-29,S5HLTH Index,20.3914,17.26
2017-06-29,S5ENRS Index,58.8081,31.2967
2017-06-29,S5INFT Index,23.2951,18.4914
2017-06-29,S5TELS Index,14.7073,12.6895
2017-06-29,S5FINL Index,15.9636,14.8942
2017-06-29,S5INDU Index,19.8417,18.6928
2017-06-29,S5CONS Index,21.6099,20.6768
2017-06-29,S5MATR Index,20.3564,18.9912
2017-06-29,S5RLST Index,45.2554,38.6495
2017-06-29,S5COND Index,20.6509,20.3556
2017-06-30,S5FINL Index,15.9543,14.8927
2017-06-30,S5RLST Index,45.2418,38.6654
2017-06-30,S5ENRS Index,59.0243,31.6025
2017-06-30,S5HLTH Index,20.3687,17.2392
2017-06-30,S5COND Index,20.7663,20.4931
2017-06-30,S5INFT Index,23.2691,18.4186
2017-06-30,S5TELS Index,14.7542,12.73
2017-06-30,S5UTIL Index,18.543,18.1368
2017-06-30,S5MATR Index,20.4503,19.0788
2017-06-30,S5INDU Index,19.9933,18.8323
2017-06-30,S5CONS Index,21.6557,20.7288
2017-07-03,S5CONS Index,21.6309,20.7052
2017-07-03,S5HLTH Index,20.3996,17.2666
2017-07-03,S5MATR Index,20.6358,19.2518
2017-07-03,S5UTIL Index,18.4432,18.0392
2017-07-03,S5TELS Index,14.8816,12.84
2017-07-03,S5INDU Index,20.1164,18.9433
2017-07-03,S5ENRS Index,60.2075,32.4884
2017-07-03,S5INFT Index,23.0714,18.2628
2017-07-03,S5COND Index,20.7281,20.4493
2017-07-03,S5RLST Index,45.6692,39.0288
2017-07-03,S5FINL Index,16.1677,15.1
2017-07-04,S5FINL Index,16.1677,15.1
2017-07-04,S5TELS Index,14.8816,12.84
2017-07-04,S5INFT Index,23.0714,18.2628
2017-07-04,S5RLST Index,45.6692,39.0271
2017-07-04,S5HLTH Index,20.3996,17.2667
2017-07-04,S5CONS Index,21.6309,20.7052
2017-07-04,S5UTIL Index,18.4432,18.0392
2017-07-04,S5MATR Index,20.6358,19.2518
2017-07-04,S5INDU Index,20.1164,18.9433
2017-07-04,S5ENRS Index,60.2075,32.4589
2017-07-04,S5COND Index,20.7281,20.4487
2017-07-05,S5INFT Index,23.3109,18.4526
2017-07-05,S5TELS Index,14.8289,12.7927
2017-07-05,S5INDU Index,20.1751,18.9942
2017-07-05,S5FINL Index,16.2059,15.1579
2017-07-05,S5UTIL Index,18.3694,17.968
2017-07-05,S5HLTH Index,20.5102,17.3602
2017-07-05,S5MATR Index,20.5509,19.166
2017-07-05,S5RLST Index,45.1213,38.567
2017-07-05,S5CONS Index,21.6156,20.6906
2017-07-05,S5ENRS Index,58.9946,32.0904
2017-07-05,S5COND Index,20.6778,20.4036
2017-07-06,S5CONS Index,21.4979,20.5937
2017-07-06,S5ENRS Index,58.3438,31.551
2017-07-06,S5FINL Index,16.0984,15.056
2017-07-06,S5RLST Index,44.2711,37.8443
2017-07-06,S5HLTH Index,20.245,17.13
2017-07-06,S5INFT Index,23.1105,18.3028
2017-07-06,S5INDU Index,19.9802,18.8096
2017-07-06,S5COND Index,20.4645,20.1911
2017-07-06,S5TELS Index,14.4889,12.4993
2017-07-06,S5MATR Index,20.4655,19.0987
2017-07-06,S5UTIL Index,18.3447,17.9419
2017-07-07,S5UTIL Index,18.3708,17.9666
2017-07-07,S5RLST Index,44.5575,38.0272
2017-07-07,S5HLTH Index,20.3601,17.228
2017-07-07,S5ENRS Index,58.2882,31.517
2017-07-07,S5COND Index,20.6336,20.3675
2017-07-07,S5MATR Index,20.5709,19.1941
2017-07-07,S5INFT Index,23.4,18.5173
2017-07-07,S5TELS Index,14.4333,12.4514
2017-07-07,S5CONS Index,21.4861,20.5827
2017-07-07,S5INDU Index,20.1298,18.9493
2017-07-07,S5FINL Index,16.1884,15.1427
2017-07-10,S5FINL Index,16.1607,15.1277
2017-07-10,S5ENRS Index,58.4426,31.8186
2017-07-10,S5MATR Index,20.6994,19.3181
2017-07-10,S5RLST Index,44.1733,37.7156
2017-07-10,S5INDU Index,20.1671,18.9753
2017-07-10,S5CONS Index,21.3382,20.4265
2017-07-10,S5UTIL Index,18.3412,17.938
2017-07-10,S5TELS Index,14.3605,12.3822
2017-07-10,S5HLTH Index,20.3016,17.1715
2017-07-10,S5COND Index,20.6791,20.4175
2017-07-10,S5INFT Index,23.5908,18.6458
2017-07-11,S5INFT Index,23.6747,18.7129
2017-07-11,S5HLTH Index,20.2861,17.16
2017-07-11,S5CONS Index,21.2748,20.3515
2017-07-11,S5ENRS Index,58.7501,32.1836
2017-07-11,S5INDU Index,20.1605,18.9511
2017-07-11,S5FINL Index,16.0509,15.0261
2017-07-11,S5MATR Index,20.6685,19.2935
2017-07-11,S5COND Index,20.6384,20.3923
2017-07-11,S5UTIL Index,18.3356,17.9325
2017-07-11,S5RLST Index,44.0847,37.6224
2017-07-11,S5TELS Index,14.2647,12.3118
2017-07-12,S5RLST Index,44.6575,38.1184
2017-07-12,S5MATR Index,20.9049,19.5327
2017-07-12,S5INFT Index,23.9846,18.9728
2017-07-12,S5TELS Index,14.3327,12.3776
2017-07-12,S5UTIL Index,18.491,18.0823
2017-07-12,S5COND Index,20.793,20.5526
2017-07-12,S5HLTH Index,20.418,17.2694
2017-07-12,S5CONS Index,21.3925,20.4774
2017-07-12,S5FINL Index,16.0692,15.0433
2017-07-12,S5ENRS Index,58.923,32.2813
2017-07-12,S5INDU Index,20.2755,19.0068
2017-07-13,S5HLTH Index,20.4358,17.2868
2017-07-13,S5CONS Index,21.394,20.4808
2017-07-13,S5COND Index,20.8092,20.5473
2017-07-13,S5FINL Index,16.1665,15.1326
2017-07-13,S5ENRS Index,59.1824,32.8392
2017-07-13,S5TELS Index,14.2513,12.3264
2017-07-13,S5INDU Index,20.2659,18.987
2017-07-13,S5UTIL Index,18.4256,18.016
2017-07-13,S5MATR Index,20.8843,19.534
2017-07-13,S5RLST Index,44.7485,38.2128
2017-07-13,S5INFT Index,24.0638,19.0356
2017-07-14,S5CONS Index,21.5533,20.6403
2017-07-14,S5ENRS Index,59.5022,33.4218
2017-07-14,S5FINL Index,16.0832,15.0494
2017-07-14,S5HLTH Index,20.5662,17.4133
2017-07-14,S5INFT Index,24.2788,19.2273
2017-07-14,S5UTIL Index,18.5254,18.1133
